"RefNum","agerange","age","job","marital","education","balance","housing","loan","month","duration","deposit","lead","product","qualified","contacted","won","loanvalue","NPS","day","duration_temp","duration_before","date","last_deposit"
"10024238","41-60",50,"blue-collar","married","primary",-97,"yes","yes","april",2,0,1,"unsecured ",1,1,1,6895,8,30,2,117,2019-04-30,1543
"10024239","41-60",42,"technician","single","secondary",-99,"yes","no","may",5,0,1,"unsecured ",1,1,1,7632,8,31,5,275,2019-05-31,1512
"10024240","31-40",39,"admin","married","secondary",-99,"yes","no","june",2,0,1,"unsecured ",1,1,1,9753,8,30,2,124,2019-06-30,1482
"10024241","41-60",55,"technician","single","tertiary",-98,"yes","yes","july",2,2,1,"unsecured ",1,1,1,8675,8,31,2,118,2019-07-31,1451
"10024242","41-60",46,"services","married","secondary",-98,"yes","yes","august",8,2,1,"auto ",1,1,1,9764,8,31,8,479,2019-08-31,1420
"10024243","41-60",42,"blue-collar","married","secondary",-97,"yes","yes","september",5,2,1,"business",1,1,1,2457,8,30,5,285,2019-09-30,1390
"10024244","41-60",45,"management","married","tertiary",-98,"yes","yes","october",1,8,0,"no product",0,0,0,3678,0,31,1,35,2019-10-31,1359
"10024245","41-60",43,"blue-collar","married","primary",-105,"yes","yes","november",5,7,0,"no product",0,0,0,9765,0,30,5,322,2019-11-30,1329
"10024246","41-60",42,"admin","married","secondary",-93,"yes","yes","december",3,0,0,"no product",0,0,0,6895,0,31,3,202,2019-12-31,1298
"10024247","18-30",30,"admin","married","secondary",-99,"no","no","january",3,1,0,"no product",0,0,0,7632,0,31,3,172,2019-01-31,1632
"10024248","41-60",47,"blue-collar","married","secondary",-86,"yes","yes","february",3,7,0,"no product",0,0,0,9753,0,28,3,201,2019-02-28,1604
"10024249","41-60",51,"services","divorced","secondary",-100,"yes","no","march",4,7,0,"no product",0,0,0,2257,0,31,4,216,2019-03-31,1573
"10024250","31-40",38,"technician","single","secondary",-99,"yes","no","april",3,6,0,"no product",0,0,0,12353,0,30,3,195,2019-04-30,1543
"10024251","41-60",57,"technician","married","tertiary",-78,"yes","yes","may",2,13,0,"no product",0,0,0,6895,0,31,2,96,2019-05-31,1512
"10024252","41-60",42,"management","divorced","tertiary",-96,"yes","yes","june",12,5,0,"no product",0,0,0,7632,0,30,12,720,2019-06-30,1482
"10024253","31-40",32,"technician","divorced","secondary",-97,"yes","no","july",3,0,1,"mortgage",1,1,1,9753,8,31,3,188,2019-07-31,1451
"10024254","41-60",46,"management","married","tertiary",-99,"no","yes","august",1,0,1,"mortgage",1,1,1,2257,8,31,1,70,2019-08-31,1420
"10024255","18-30",29,"student","single","tertiary",-97,"yes","no","september",2,9,1,"unsecured ",1,1,1,12353,8,30,2,141,2019-09-30,1390
"10024256","41-60",59,"retired","married","secondary",-88,"yes","yes","october",2,11,1,"unsecured ",1,1,1,2356,8,31,2,106,2019-10-31,1359
"10024257","31-40",32,"blue-collar","single","secondary",-95,"yes","no","november",7,9,1,"unsecured ",1,1,1,7654,8,30,7,395,2019-11-30,1329
"10024258","41-60",44,"blue-collar","married","primary",-93,"yes","yes","december",10,10,1,"unsecured ",1,1,1,7854,8,31,10,629,2019-12-31,1298
"10024259","31-40",40,"retired","married","primary",-94,"yes","no","january",8,3,1,"unsecured ",1,1,1,6895,8,31,8,502,2019-01-31,1632
"10024260","31-40",31,"blue-collar","single","secondary",-99,"yes","no","february",7,8,1,"unsecured ",1,1,1,7632,8,28,7,446,2019-02-28,1604
"10024261","41-60",46,"self-employed","married","tertiary",-69,"yes","yes","march",4,13,1,"unsecured ",1,1,1,9753,8,31,4,241,2019-03-31,1573
"10024262","41-60",43,"management","married","tertiary",-97,"yes","yes","april",2,3,1,"unsecured ",1,1,1,2257,8,30,2,131,2019-04-30,1543
"10024263","31-40",34,"services","married","secondary",-97,"yes","no","may",5,5,1,"unsecured ",1,1,1,12353,8,31,5,312,2019-05-31,1512
"10024264","31-40",39,"management","married","tertiary",-95,"yes","yes","june",5,6,1,"unsecured ",1,1,1,2356,8,30,5,275,2019-06-30,1482
"10024265","18-30",30,"blue-collar","divorced","secondary",-96,"yes","no","july",2,0,1,"unsecured ",1,1,1,7654,8,31,2,120,2019-07-31,1451
"10024266","41-60",56,"retired","married","secondary",-99,"yes","yes","august",6,0,1,"unsecured ",1,1,1,7854,8,31,6,333,2019-08-31,1420
"10024267","18-30",29,"technician","married","secondary",-99,"no","no","september",2,0,1,"unsecured ",1,1,1,8954,8,30,2,113,2019-09-30,1390
"10024268","31-40",40,"blue-collar","divorced","secondary",-97,"yes","no","october",2,3,1,"unsecured ",1,1,1,3678,8,31,2,91,2019-10-31,1359
"10024269","31-40",36,"services","married","secondary",-97,"yes","no","november",2,4,1,"mortgage",1,1,1,4853,8,30,2,128,2019-11-30,1329
"10024270","31-40",37,"blue-collar","single","secondary",-96,"yes","no","december",3,0,1,"mortgage",1,1,1,8675,8,31,3,200,2019-12-31,1298
"10024271","31-40",35,"admin","married","secondary",-99,"no","no","january",5,0,1,"mortgage",1,1,1,9764,8,31,5,326,2019-01-31,1632
"10024272","31-40",35,"blue-collar","married","primary",-99,"yes","no","february",5,0,1,"mortgage",1,1,1,2457,8,28,5,292,2019-02-28,1604
"10024273","41-60",47,"services","married","primary",-96,"yes","yes","march",1,7,1,"mortgage",1,1,1,3678,8,31,1,68,2019-03-31,1573
"10024274","31-40",31,"services","married","secondary",-94,"yes","no","april",4,7,1,"mortgage",1,1,1,9765,8,30,4,215,2019-04-30,1543
"10024275","41-60",56,"retired","single","primary",-96,"yes","no","may",2,4,1,"mortgage",1,1,1,7543,8,31,2,97,2019-05-31,1512
"10024276","41-60",57,"technician","married","secondary",-97,"no","yes","june",1,7,1,"mortgage",1,1,1,6895,8,30,1,32,2019-06-30,1482
"10024277","31-40",36,"blue-collar","married","secondary",-103,"yes","no","july",3,7,1,"mortgage",1,1,1,7632,8,31,3,162,2019-07-31,1451
"10024278","41-60",45,"self-employed","divorced","secondary",-101,"yes","no","august",3,4,1,"mortgage",1,1,1,9753,8,31,3,152,2019-08-31,1420
"10024279","41-60",47,"blue-collar","married","tertiary",-90,"yes","yes","september",4,0,1,"mortgage",1,1,1,6895,8,30,4,268,2019-09-30,1390
"10024280","18-30",29,"technician","single","tertiary",-99,"yes","no","october",2,0,1,"mortgage",1,1,1,7632,8,31,2,104,2019-10-31,1359
"10024281","41-60",57,"services","married","secondary",-99,"no","yes","november",4.50311665182547,0,1,"mortgage",1,1,1,9753,8,30,14,852,2019-11-30,1329
"10024282","41-60",45,"blue-collar","married","primary",-98,"yes","yes","december",4.50311665182547,4,1,"mortgage",1,1,1,4853,8,31,15,923,2019-12-31,1298
"10024283","31-40",31,"blue-collar","single","primary",-94,"yes","no","january",3,0,1,"auto ",1,1,1,8675,8,31,3,159,2019-01-31,1632
"10024284","31-40",31,"management","divorced","tertiary",-99,"yes","no","february",4.50311665182547,0,1,"auto ",1,1,1,9764,8,28,16,953,2019-02-28,1604
"10024285","31-40",37,"technician","single","tertiary",-97,"no","no","march",7,0,1,"auto ",1,1,1,2457,8,31,7,416,2019-03-31,1573
"10024286","18-30",30,"technician","single","tertiary",-99,"yes","no","april",3,1,1,"auto ",1,1,1,3678,8,30,3,174,2019-04-30,1543
"10024287","41-60",58,"services","divorced","secondary",-85,"yes","no","may",3,15,1,"auto ",1,1,1,9765,8,31,3,180,2019-05-31,1512
"10024288","31-40",33,"services","married","secondary",-94,"yes","no","june",2,14,1,"auto ",1,1,1,7543,8,30,2,139,2019-06-30,1482
"10024289","31-40",39,"blue-collar","married","primary",-86,"yes","no","july",5,7,1,"auto ",1,1,1,6689,5,31,5,294,2019-07-31,1451
"10024290","31-40",33,"blue-collar","single","primary",-98,"yes","no","august",2,3,1,"auto ",1,1,1,4376,6,31,2,102,2019-08-31,1420
"10024291","31-40",34,"services","married","secondary",-95,"yes","no","september",2,7,1,"auto ",1,1,1,6895,6,30,2,124,2019-09-30,1390
"10024292","31-40",36,"services","divorced","secondary",-103,"yes","no","october",2,7,1,"auto ",1,1,1,7632,6,31,2,128,2019-10-31,1359
"10024293","31-40",37,"services","single","secondary",-96,"yes","no","november",2,8,1,"auto ",1,1,1,9753,6,30,2,130,2019-11-30,1329
"10024294","31-40",35,"blue-collar","married","secondary",-92,"yes","no","december",2,5,1,"auto ",1,1,1,2257,6,31,2,143,2019-12-31,1298
"10024295","41-60",55,"retired","married","secondary",-98,"yes","yes","january",1,6,1,"auto ",1,1,1,6895,6,31,1,74,2019-01-31,1632
"10024296","31-40",34,"management","single","tertiary",-88,"yes","no","february",2,15,1,"auto ",1,1,1,6895,6,28,2,105,2019-02-28,1604
"10024297","31-40",40,"management","divorced","tertiary",-93,"yes","no","march",8,2,1,"auto ",1,1,1,7632,6,31,8,477,2019-03-31,1573
"10024298","41-60",42,"blue-collar","single","primary",-99,"yes","no","april",3,0,1,"mortgage",1,1,1,6895,6,30,3,158,2019-04-30,1543
"10024299","31-40",37,"blue-collar","married","secondary",-99,"yes","no","may",4,1,1,"mortgage",1,1,1,7632,6,31,4,250,2019-05-31,1512
"10024300","41-60",42,"management","married","tertiary",-94,"yes","yes","june",3,10,1,"mortgage",1,1,1,9753,6,30,3,168,2019-06-30,1482
"10024301","31-40",35,"technician","single","secondary",-92,"yes","no","july",9,7,1,"mortgage",1,1,1,8675,6,31,9,520,2019-07-31,1451
"10024302","41-60",44,"technician","divorced","secondary",-104,"yes","no","august",3,7,1,"mortgage",1,1,1,9764,6,31,3,171,2019-08-31,1420
"10024303","18-30",30,"services","single","secondary",-102,"yes","no","september",2,7,1,"mortgage",1,1,1,2457,6,30,2,113,2019-09-30,1390
"10024304","41-60",45,"entrepreneur","married","secondary",-98,"yes","yes","october",4,6,1,"mortgage",1,1,1,3678,6,31,4,254,2019-10-31,1359
"10024305","31-40",35,"blue-collar","single","primary",-106,"yes","no","november",2,7,1,"mortgage",1,1,1,9765,6,30,2,149,2019-11-30,1329
"10024306","31-40",36,"admin","divorced","secondary",-99,"yes","no","december",2,0,1,"mortgage",1,1,1,6895,6,31,2,133,2019-12-31,1298
"10024307","41-60",49,"blue-collar","married","secondary",-98,"yes","yes","january",5,6,1,"mortgage",1,1,1,7632,6,31,5,293,2019-01-31,1632
"10024308","31-40",31,"blue-collar","single","secondary",-81,"yes","no","february",8,10,1,"mortgage",1,1,1,9753,6,28,8,485,2019-02-28,1604
"10024309","31-40",31,"technician","single","secondary",-97,"yes","no","march",6,2,1,"mortgage",1,1,1,2257,6,31,6,374,2019-03-31,1573
"10024310","31-40",39,"blue-collar","married","secondary",-98,"yes","no","april",7,7,1,"mortgage",1,1,1,12353,6,30,7,425,2019-04-30,1543
"10024311","31-40",37,"services","single","secondary",-102,"yes","no","may",3,7,1,"mortgage",1,1,1,6895,6,31,3,207,2019-05-31,1512
"10024312","31-40",33,"blue-collar","married","primary",-90,"yes","no","june",1,0,1,"mortgage",1,1,1,7632,3,30,1,83,2019-06-30,1482
"10024313","31-40",37,"management","married","tertiary",-99,"yes","yes","july",4,0,1,"mortgage",1,1,1,9753,3,31,4,228,2019-07-31,1451
"10024314","41-60",42,"services","married","secondary",-102,"yes","yes","august",2,7,1,"mortgage",1,1,1,2257,3,31,2,149,2019-08-31,1420
"10024315","41-60",56,"blue-collar","married","secondary",-102,"yes","yes","september",2,7,1,"mortgage",1,1,1,12353,3,30,2,139,2019-09-30,1390
"10024316","31-40",37,"admin","single","secondary",-96,"yes","no","october",12,6,1,"mortgage",1,1,1,2356,3,31,12,732,2019-10-31,1359
"10024317","31-40",36,"services","single","secondary",-95,"yes","no","november",2,0,1,"mortgage",1,1,1,7654,3,30,2,142,2019-11-30,1329
"10024318","18-30",29,"technician","single","tertiary",-99,"yes","no","december",6,7,1,"mortgage",1,1,1,7854,3,31,6,359,2019-12-31,1298
"10024319","41-60",54,"management","married","tertiary",-103,"yes","yes","january",2,8,1,"mortgage",1,1,1,6895,3,31,2,112,2019-01-31,1632
"10024320","31-40",38,"blue-collar","married","secondary",-94,"yes","no","february",4.50311665182547,8,1,"mortgage",1,1,1,7632,3,28,25,1521,2019-02-28,1604
"10024321","41-60",43,"blue-collar","divorced","secondary",-94,"yes","no","march",4,10,1,"unsecured ",1,1,1,9753,3,31,4,216,2019-03-31,1573
"10024322","41-60",47,"admin","single","secondary",-91,"yes","no","april",3,11,1,"unsecured ",1,1,1,2257,3,30,3,161,2019-04-30,1543
"10024323","41-60",47,"blue-collar","married","secondary",-94,"yes","yes","may",2,6,1,"unsecured ",1,1,1,12353,10,31,2,122,2019-05-31,1512
"10024324","31-40",38,"services","married","secondary",-97,"yes","no","june",4.50311665182547,7,1,"unsecured ",1,1,1,2356,10,30,13,800,2019-06-30,1482
"10024325","31-40",40,"blue-collar","married","secondary",-92,"yes","no","july",10,10,1,"unsecured ",1,1,1,7654,10,31,10,615,2019-07-31,1451
"10024326","31-40",33,"services","divorced","secondary",-94,"yes","no","august",4,5,1,"unsecured ",1,1,1,7854,10,31,4,254,2019-08-31,1420
"10024327","31-40",33,"retired","married","secondary",-97,"no","no","september",2,4,1,"unsecured ",1,1,1,8954,10,30,2,111,2019-09-30,1390
"10024328","41-60",53,"admin","divorced","primary",-96,"yes","no","october",6,2,1,"unsecured ",1,1,1,3678,10,31,6,354,2019-10-31,1359
"10024329","31-40",37,"services","married","primary",-99,"yes","no","november",6,5,1,"unsecured ",1,1,1,4853,10,30,6,359,2019-11-30,1329
"10024330","31-40",40,"management","single","tertiary",-83,"yes","no","december",2,21,1,"unsecured ",1,1,1,8675,10,31,2,97,2019-12-31,1298
"10024331","31-40",37,"blue-collar","married","primary",-90,"yes","no","january",5,6,1,"unsecured ",1,1,1,9764,10,31,5,327,2019-01-31,1632
"10024332","31-40",35,"technician","married","secondary",-98,"yes","no","february",4,15,1,"unsecured ",1,1,1,2457,10,28,4,236,2019-02-28,1604
"10024333","41-60",49,"blue-collar","married","primary",-51,"yes","yes","march",3,6,1,"unsecured ",1,1,1,3678,10,31,3,160,2019-03-31,1573
"10024334","18-30",26,"blue-collar","single","secondary",-99,"yes","no","april",3,2,1,"auto ",1,1,1,9765,10,30,3,180,2019-04-30,1543
"10024335","31-40",38,"management","single","tertiary",-90,"yes","no","may",3,9,1,"auto ",1,1,1,7543,10,31,3,184,2019-05-31,1512
"10024336","41-60",52,"self-employed","married","secondary",-96,"no","yes","june",4,6,1,"auto ",1,1,1,6895,10,30,4,227,2019-06-30,1482
"10024337","31-40",33,"services","divorced","secondary",-95,"yes","no","july",2,7,1,"auto ",1,1,1,7632,10,31,2,109,2019-07-31,1451
"10024338","31-40",31,"admin","single","secondary",-95,"yes","no","august",8,0,1,"auto ",1,1,1,9753,10,31,8,492,2019-08-31,1420
"10024339","31-40",32,"blue-collar","married","secondary",-99,"yes","no","september",5,0,1,"auto ",1,1,1,6895,10,30,5,298,2019-09-30,1390
"10024340","31-40",35,"blue-collar","single","primary",-98,"yes","no","october",1,5,1,"auto ",1,1,1,7632,10,31,1,83,2019-10-31,1359
"10024341","41-60",55,"management","divorced","tertiary",-92,"no","yes","november",4,11,1,"auto ",1,1,1,9753,10,30,4,241,2019-11-30,1329
"10024342","31-40",32,"blue-collar","divorced","primary",-93,"yes","no","december",3,10,1,"auto ",1,1,1,2362,10,31,3,204,2019-12-31,1298
"10024343","31-40",37,"blue-collar","single","primary",-94,"yes","no","january",2,5,1,"auto ",1,1,1,2353,10,31,2,131,2019-01-31,1632
"10024344","41-60",45,"blue-collar","married","secondary",-97,"yes","yes","february",4.50311665182547,5,1,"auto ",1,1,1,3421,10,28,19,1138,2019-02-28,1604
"10024345","31-40",31,"technician","married","secondary",-95,"yes","no","march",2,1,1,"auto ",1,1,1,2342,10,31,2,123,2019-03-31,1573
"10024346","31-40",38,"admin","married","secondary",-99,"yes","no","april",2,0,1,"auto ",1,1,1,2558,10,30,2,125,2019-04-30,1543
"10024347","31-40",37,"services","married","secondary",-98,"yes","no","may",5,3,1,"auto ",1,1,1,2298,10,31,5,295,2019-05-31,1512
"10024348","31-40",38,"blue-collar","married","secondary",-96,"yes","no","june",5,3,1,"auto ",1,1,1,3237,10,30,5,287,2019-06-30,1482
"10024349","31-40",33,"housemaid","married","tertiary",-98,"yes","yes","july",2,2,1,"auto ",1,1,1,2558,10,31,2,109,2019-07-31,1451
"10024350","31-40",38,"blue-collar","married","primary",-98,"yes","no","august",2,1,1,"auto ",1,1,1,2298,10,31,2,140,2019-08-31,1420
"10024351","31-40",37,"management","single","tertiary",-99,"yes","no","september",3,0,1,"auto ",1,1,1,3397,10,30,3,204,2019-09-30,1390
"10024352","18-30",29,"unemployed","married","tertiary",-99,"yes","yes","october",4,1,1,"mortgage",1,1,1,2106,10,31,4,233,2019-10-31,1359
"10024353","41-60",42,"management","married","tertiary",-96,"yes","yes","november",4,6,1,"mortgage",1,1,1,4853,10,30,4,254,2019-11-30,1329
"10024354","31-40",40,"blue-collar","married","secondary",-95,"yes","no","december",3,6,1,"mortgage",1,1,1,8675,10,31,3,184,2019-12-31,1298
"10024355","31-40",32,"management","married","tertiary",-96,"yes","yes","january",3,7,1,"mortgage",1,1,1,9764,10,31,3,193,2019-01-31,1632
"10024356","41-60",47,"management","divorced","tertiary",-93,"no","yes","february",2,14,1,"mortgage",1,1,1,2457,10,28,2,126,2019-02-28,1604
"10024357","18-30",29,"student","single","secondary",-88,"yes","no","march",4,4,1,"mortgage",1,1,1,3678,10,31,4,230,2019-03-31,1573
"10024358","41-60",53,"services","divorced","primary",-103,"yes","no","april",10,7,1,"mortgage",1,1,1,9765,10,30,10,591,2019-04-30,1543
"10024359","31-40",31,"services","married","tertiary",-95,"yes","yes","may",5,5,1,"mortgage",1,1,1,7543,10,31,5,294,2019-05-31,1512
"10024360","41-60",59,"blue-collar","married","secondary",-97,"yes","yes","june",3,2,1,"mortgage",1,1,1,6689,10,30,3,173,2019-06-30,1482
"10024361","18-30",29,"entrepreneur","married","primary",-99,"yes","no","july",6,2,1,"mortgage",1,1,1,4376,10,31,6,336,2019-07-31,1451
"10024362","41-60",59,"blue-collar","married","primary",-96,"yes","yes","august",0,4,1,"mortgage",1,1,1,6895,10,31,0,19,2019-08-31,1420
"10024363","41-60",44,"blue-collar","married","primary",-97,"yes","yes","september",3,2,1,"mortgage",1,1,1,7632,10,30,3,153,2019-09-30,1390
"10024364","31-40",38,"admin","single","secondary",-98,"yes","no","october",4.50311665182547,4,1,"mortgage",1,1,1,9753,10,31,13,786,2019-10-31,1359
"10024365","41-60",49,"admin","married","secondary",-95,"yes","yes","november",2,5,1,"mortgage",1,1,1,2257,10,30,2,99,2019-11-30,1329
"10024366","41-60",43,"blue-collar","married","secondary",-97,"yes","yes","december",4,7,1,"mortgage",1,1,1,6895,10,31,4,243,2019-12-31,1298
"10024367","41-60",52,"admin","single","secondary",-92,"yes","no","january",4,24,1,"unsecured ",1,1,1,6895,10,31,4,260,2019-01-31,1632
"10024368","31-40",40,"admin","married","secondary",-72,"yes","no","february",3,0,1,"unsecured ",1,1,1,7632,10,28,3,164,2019-02-28,1604
"10024369","31-40",32,"services","married","secondary",-99,"yes","no","march",4,0,1,"unsecured ",1,1,1,6895,9,31,4,255,2019-03-31,1573
"10024370","41-60",47,"admin","married","primary",-97,"yes","yes","april",1,6,1,"unsecured ",1,1,1,7632,9,30,1,47,2019-04-30,1543
"10024371","31-40",33,"management","married","tertiary",-93,"yes","yes","may",8,8,1,"unsecured ",1,1,1,9753,9,31,8,463,2019-05-31,1512
"10024372","31-40",35,"management","married","tertiary",-96,"yes","yes","june",3,0,1,"unsecured ",1,1,1,8675,9,30,3,192,2019-06-30,1482
"10024373","18-30",27,"services","single","secondary",-99,"yes","no","july",6,0,1,"unsecured ",1,1,1,9764,9,31,6,388,2019-07-31,1451
"10024374","41-60",50,"blue-collar","married","primary",-94,"yes","yes","august",4,39,1,"unsecured ",1,1,1,2457,9,31,4,221,2019-08-31,1420
"10024375","41-60",44,"retired","married","secondary",0,"no","yes","september",2,16,1,"unsecured ",1,1,1,3678,9,30,2,126,2019-09-30,1390
"10024376","41-60",43,"self-employed","married","primary",-98,"yes","yes","october",3,1,1,"unsecured ",1,1,1,9765,9,31,3,175,2019-10-31,1359
"10024377","41-60",51,"blue-collar","married","primary",-99,"yes","yes","november",4,1,1,"unsecured ",1,1,1,6895,9,30,4,256,2019-11-30,1329
"10024378","31-40",32,"admin","single","secondary",-98,"yes","no","december",3,1,1,"business",1,1,1,7632,9,31,3,202,2019-12-31,1298
"10024379","41-60",47,"management","divorced","tertiary",-99,"yes","yes","january",2,3,1,"mortgage",1,1,1,9753,9,31,2,104,2019-01-31,1632
"10024380","31-40",34,"admin","divorced","secondary",-91,"yes","no","february",5,18,1,"mortgage",1,1,1,2257,9,28,5,283,2019-02-28,1604
"10024381","41-60",57,"self-employed","married","primary",-86,"yes","yes","march",7,8,1,"mortgage",1,1,1,12353,9,31,7,448,2019-03-31,1573
"10024382","41-60",43,"admin","single","secondary",-97,"yes","no","april",2,25,1,"mortgage",1,1,1,6895,9,30,2,127,2019-04-30,1543
"10024383","31-40",40,"services","single","tertiary",16,"yes","no","may",6,21,1,"mortgage",1,1,1,7632,9,31,6,378,2019-05-31,1512
"10024384","18-30",28,"blue-collar","single","secondary",-98,"yes","no","june",1,0,1,"mortgage",1,1,1,9753,9,30,1,67,2019-06-30,1482
"10024385","31-40",38,"blue-collar","married","primary",-99,"yes","no","july",4,0,1,"mortgage",1,1,1,2257,9,31,4,221,2019-07-31,1451
"10024386","31-40",37,"unemployed","divorced","secondary",-98,"yes","no","august",2,48,1,"mortgage",0,0,0,12353,0,31,2,150,2019-08-31,1420
"10024387","41-60",44,"admin","married","secondary",669,"yes","yes","september",2,73,1,"auto ",0,0,0,2356,0,30,2,144,2019-09-30,1390
"10024388","41-60",41,"technician","married","secondary",-97,"yes","yes","october",5,6,1,"auto ",0,0,0,7654,0,31,5,296,2019-10-31,1359
"10024389","31-40",37,"self-employed","married","tertiary",-93,"yes","yes","november",7,11,1,"auto ",0,0,0,7854,0,30,7,401,2019-11-30,1329
"10024390","18-30",30,"services","single","tertiary",-92,"yes","no","december",7,7,1,"auto ",0,0,0,6895,0,31,7,435,2019-12-31,1298
"10024391","31-40",32,"blue-collar","married","secondary",-102,"yes","no","january",6,7,1,"auto ",0,0,0,7632,0,31,6,388,2019-01-31,1632
"10024392","18-30",30,"management","single","tertiary",-98,"yes","no","february",4,1,1,"auto ",0,0,0,9753,0,28,4,245,2019-02-28,1604
"10024393","31-40",35,"services","married","secondary",-99,"no","no","march",2,5,1,"auto ",0,0,0,2257,0,31,2,143,2019-03-31,1573
"10024394","41-60",55,"blue-collar","married","secondary",-83,"yes","yes","april",4,7,1,"auto ",0,0,0,12353,0,30,4,223,2019-04-30,1543
"10024395","41-60",52,"blue-collar","married","secondary",-101,"yes","yes","may",7,7,1,"business",1,0,0,2356,0,31,7,423,2019-05-31,1512
"10024396","31-40",33,"admin","married","secondary",-99,"yes","no","june",4,7,1,"auto ",1,0,0,7654,0,30,4,231,2019-06-30,1482
"10024397","41-60",55,"retired","married","primary",-100,"yes","yes","july",11,7,1,"auto ",1,0,0,7854,0,31,11,634,2019-07-31,1451
"10024398","31-40",33,"blue-collar","married","secondary",-99,"no","no","august",2,0,1,"auto ",1,0,0,8954,0,31,2,107,2019-08-31,1420
"10024399","31-40",40,"blue-collar","married","secondary",-100,"yes","no","september",4,7,0,"no product",0,0,0,3678,0,30,4,227,2019-09-30,1390
"10024400","31-40",39,"blue-collar","married","secondary",-104,"yes","no","october",1,7,0,"no product",0,0,0,4853,0,31,1,69,2019-10-31,1359
"10024401","41-60",54,"blue-collar","married","secondary",-112,"yes","yes","november",4.50311665182547,7,0,"no product",0,0,0,8675,0,30,13,799,2019-11-30,1329
"10024402","31-40",39,"blue-collar","married","primary",-99,"yes","no","december",2,0,0,"no product",0,0,0,9764,0,31,2,109,2019-12-31,1298
"10024403","41-60",49,"blue-collar","married","secondary",-98,"yes","yes","january",2,1,0,"no product",0,0,0,2457,0,31,2,127,2019-01-31,1632
"10024404","41-60",52,"admin","married","secondary",-99,"yes","yes","february",2,1,0,"no product",0,0,0,3678,0,28,2,120,2019-02-28,1604
"10024405","18-30",27,"management","single","tertiary",-98,"yes","no","march",1,0,0,"no product",0,0,0,9765,0,31,1,68,2019-03-31,1573
"10024406","18-30",26,"services","married","secondary",-99,"yes","no","april",3,0,0,"no product",0,0,0,7543,0,30,3,180,2019-04-30,1543
"10024407","31-40",40,"blue-collar","married","secondary",-98,"yes","no","may",2,7,0,"no product",0,0,0,6895,0,31,2,112,2019-05-31,1512
"10024408","41-60",47,"blue-collar","married","secondary",-99,"yes","yes","june",7,7,0,"no product",0,0,0,7632,0,30,7,444,2019-06-30,1482
"10024409","31-40",31,"services","single","secondary",-100,"no","no","july",4,7,0,"no product",0,0,0,9753,0,31,4,246,2019-07-31,1451
"10024410","41-60",53,"blue-collar","single","secondary",-97,"yes","no","august",4,6,0,"no product",0,0,0,6895,0,31,4,259,2019-08-31,1420
"10024411","31-40",31,"services","married","secondary",-92,"yes","no","september",4,7,1,"business",0,0,0,7632,0,30,4,223,2019-09-30,1390
"10024412","31-40",33,"admin","married","secondary",-99,"yes","no","october",9,7,1,"business",0,0,0,9753,0,31,9,566,2019-10-31,1359
"10024413","31-40",35,"services","married","secondary",-92,"no","no","november",5,20,1,"business",0,0,0,2298,0,30,5,274,2019-11-30,1329
"10024414","41-60",46,"entrepreneur","married","tertiary",-80,"yes","yes","december",1,40,1,"unsecured ",0,0,0,3397,0,31,1,49,2019-12-31,1298
"10024415","31-40",31,"management","married","secondary",-73,"no","no","january",6,45,1,"unsecured ",0,0,0,2143,0,31,6,380,2019-01-31,1632
"10024416","31-40",35,"technician","single","secondary",-75,"yes","no","february",2,12,1,"unsecured ",0,0,0,2298,0,28,2,138,2019-02-28,1604
"10024417","18-30",29,"management","married","secondary",-97,"yes","no","march",6,4,0,"no product",0,0,0,2106,0,31,6,376,2019-03-31,1573
"10024418","41-60",51,"technician","married","secondary",-96,"yes","yes","april",7,4,0,"no product",0,0,0,3397,0,30,7,421,2019-04-30,1543
"10024419","31-40",33,"blue-collar","married","primary",-97,"yes","no","may",2,3,0,"no product",0,0,0,0,0,31,2,121,2019-05-31,1512
"10024420","31-40",37,"management","married","tertiary",-98,"no","yes","june",1,2,0,"no product",0,0,0,0,0,30,1,36,2019-06-30,1482
"10024421","41-60",43,"admin","single","primary",-98,"yes","no","july",5,5,0,"no product",0,0,0,0,0,31,5,328,2019-07-31,1451
"10024422","41-60",42,"technician","married","tertiary",-91,"yes","yes","august",0,8,0,"no product",0,0,0,0,0,31,0,19,2019-08-31,1420
"10024423","18-30",28,"blue-collar","married","secondary",-96,"yes","no","september",4.50311665182547,7,0,"no product",0,0,0,0,0,30,14,866,2019-09-30,1390
"10024424","41-60",57,"retired","married","secondary",-93,"yes","yes","october",4,7,0,"no product",0,0,0,0,0,31,4,229,2019-10-31,1359
"10024425","31-40",38,"services","married","secondary",-100,"yes","no","november",3,7,0,"no product",0,0,0,0,0,30,3,154,2019-11-30,1329
"10024426","31-40",39,"blue-collar","married","primary",-98,"yes","no","december",1,4,0,"no product",0,0,0,0,0,31,1,56,2019-12-31,1298
"10024427","31-40",36,"technician","married","tertiary",-95,"yes","yes","january",4.50311665182547,12,1,"auto ",1,0,0,6530,0,31,26,1581,2019-01-31,1632
"10024428","41-60",57,"retired","married","tertiary",-87,"yes","yes","february",2,9,1,"auto ",1,0,0,2586,0,28,2,117,2019-02-28,1604
"10024429","41-60",44,"management","married","primary",-97,"yes","yes","march",3,9,1,"auto ",1,0,0,6530,0,31,3,185,2019-03-31,1573
